filename,average_plddt,ranking_score,iptm,ptm,dope,soap,dockq,cpscore,interface_plddt,sc,ec,frustrate,rmsd,bsa,refine_dope
6ono_seed-2848065_sample-2model,76.88194822,0.98,0.9,0.7,-1.615880454,-2450.530518,0.887295309,0.133269862,85.49329876,0.732,0.151200701,101.137,0.504048944,832.978,-3.258107310161196
7aye_seed-8549438_sample-0model,82.94592281,0.87,0.78,0.8,-1.8850459,-2841.092285,0.889836135,0.3222069,92.01117149,0.675,0.130654511,63.789,0.504117131,1723.582,-3.251090554808956
7aye_seed-7889442_sample-0model,83.17708065,0.85,0.77,0.8,-1.925970756,-2831.065674,0.889566655,0.557622824,92.04414798,0.687,0.130340736,71.48,0.504152596,820.124,-3.356784667280295
7aye_seed-7328819_sample-2model,82.9185997,0.87,0.77,0.8,-1.90674499,-2658.345703,0.8877249,-0.465415324,94.69024351,0.669,0.130796427,59.905,0.504199684,789.37,-3.3424476560639755
7aye_seed-3859729_sample-4model,82.92096487,0.87,0.78,0.8,-1.75375242,-2711.391602,0.889886264,-0.037858957,92.00313694,0.65,0.130323428,64.211,0.504208803,1687.68,-3.0353865984646466
6pnq_seed-7002297_sample-4model,81.74731555,0.87,0.86,0.83,-2.631417983,-5043.237793,0.841016352,0.00650976,81.8421173,0.7,0.12964122,111.282,0.504260361,1551.42,-4.196933449158013
6ono_seed-2534801_sample-4model,77.35434304,0.96,0.89,0.7,-1.61955091,-2351.70166,0.906319684,-0.038705354,86.04844256,0.728,0.154238562,99.922,0.504329264,816.922,-3.2794726546936026
7aye_seed-2232659_sample-1model,83.03162296,0.87,0.78,0.8,-1.887344093,-2779.782471,0.891020013,0.014851515,89.62761032,0.667,0.12568042,62.521,0.504337251,880.845,-3.2307378882209745
7aye_seed-2323720_sample-3model,82.85444334,0.86,0.77,0.8,-1.877514485,-2806.865723,0.896923551,-0.685262154,95.31477582,0.663,0.136180409,65.416,0.504645765,772.974,-3.2701763558872257
7aye_seed-6786686_sample-0model,82.99425532,0.87,0.77,0.8,-1.801750565,-2661.791016,0.892122321,0.104026708,92.82650535,0.669,0.139806172,59.13,0.504692376,811.792,-3.1036308163755497
7aye_seed-31329_sample-3model,82.89038595,0.87,0.77,0.8,-1.890015631,-2725.32373,0.890970559,0.202885948,93.03497869,0.699,0.133536179,64.557,0.504696965,787.062,-3.2731704913775723
6ono_seed-8793655_sample-1model,76.30860841,0.98,0.9,0.7,-1.51371017,-2122.828857,0.896275462,0.388074769,85.5317393,0.71,0.146162583,92.305,0.504699528,792.631,-3.113057128511019
7aye_seed-5306243_sample-0model,82.93981197,0.86,0.77,0.8,-1.835058828,-2864.681396,0.902803539,0.181300028,91.39888895,0.682,0.1266454,64.719,0.504848421,1725.179,-3.1820961286820104
6ono_seed-3915180_sample-3model,77.2431521,0.98,0.9,0.7,-1.695781301,-2228.960938,0.887729329,0.072404592,85.75729543,0.717,0.1528864,101.837,0.504858613,796.166,-3.4886754165334644
7aye_seed-9134516_sample-2model,83.11423058,0.87,0.78,0.8,-1.812348757,-2731.852295,0.891599706,0.327832547,93.10547313,0.678,0.130917908,61.292,0.505041003,789.65,-3.148376297133538
7aye_seed-9104068_sample-1model,82.95876794,0.87,0.78,0.8,-1.899710707,-2656.28418,0.890794951,0.265881684,92.42914073,0.674,0.126609239,63.67,0.505256891,860.113,-3.298752422031354
6ono_seed-1864551_sample-0model,76.90619417,0.98,0.9,0.7,-1.66706601,-2293.010254,0.885955989,0.426831528,84.66861113,0.722,0.1529871,100.42,0.505366504,812.867,-3.44050431430038
7aye_seed-8578291_sample-3model,82.90702622,0.87,0.77,0.8,-1.871585118,-2747.359131,0.896109158,-0.120715904,95.49304942,0.66,0.128730414,68.661,0.505423725,841.751,-3.2317201441283983
6ono_seed-6920217_sample-3model,77.1287055,0.99,0.9,0.7,-1.481694477,-1923.884521,0.894251306,-0.158021806,91.29294492,0.75,0.150263272,104.387,0.505461276,725.801,-3.1154044803164433
7aye_seed-6672233_sample-4model,82.9598763,0.87,0.77,0.8,-1.85526254,-2773.087402,0.894771479,0.01998629,92.3914853,0.653,0.130607617,62.386,0.505802989,796.685,-3.2403079140836093
7aye_seed-3931180_sample-4model,82.97925285,0.86,0.77,0.8,-1.86342562,-2781.038086,0.891316962,0.178984596,92.08149572,0.657,0.13729248,65.807,0.505839705,829.117,-3.2132966666253107
6ono_seed-7322849_sample-4model,76.77390939,0.97,0.9,0.7,-1.727021718,-2232.306152,0.893351157,0.021738336,84.60047521,0.708,0.155335261,94.93,0.505938232,814.064,-3.522069016572164
6ono_seed-8990825_sample-3model,76.68038188,0.98,0.9,0.7,-1.619078405,-2075.530762,0.882773454,0.349069891,88.07665366,0.717,0.14890016,100.143,0.505993247,775.493,-3.3157498023160956
7aye_seed-1626199_sample-3model,83.10118753,0.86,0.78,0.8,-1.956276722,-2725.080322,0.889958251,0.385115889,95.20928297,0.674,0.128869302,68.466,0.506036222,1695.47,-3.3993773421490197
6ono_seed-3942073_sample-1model,77.00422006,0.99,0.9,0.7,-1.421803503,-1941.049438,0.882426129,-0.213230318,89.27731725,0.75,0.147905286,98.607,0.506139874,759.683,-3.0146626179429186
7aye_seed-6585008_sample-1model,82.79906482,0.88,0.77,0.8,-1.851402103,-2822.337402,0.894813646,-0.220881022,92.58691331,0.692,0.128289882,62.336,0.506182313,750.782,-3.194200230987362
7aye_seed-2889889_sample-0model,82.93232558,0.87,0.77,0.8,-1.849762243,-2713.350098,0.889382107,0.381540438,92.53643375,0.68,0.133236101,60.293,0.506197512,772.184,-3.1862680936302357
6ono_seed-930569_sample-4model,76.69009061,0.96,0.89,0.7,-1.764736022,-2074.622314,0.895103626,0.223446987,86.09913983,0.745,0.144935486,102.143,0.506203413,765.964,-3.571964735103427
6ono_seed-7898620_sample-4model,76.44930744,0.98,0.9,0.7,-1.643417284,-2254.479492,0.89647834,0.526039158,84.52340485,0.715,0.142720489,107.685,0.506231725,818.45,-3.337031126630719
7aye_seed-9033122_sample-1model,82.94903018,0.87,0.78,0.8,-1.857445703,-2754.848877,0.889243062,0.11197767,92.29881614,0.664,0.125392259,70.583,0.506336749,824.616,-3.2039570317016013
7aye_seed-31329_sample-0model,82.95082138,0.87,0.78,0.8,-1.848550259,-2726.228027,0.893274515,-0.149971031,95.283256,0.645,0.132228779,65.323,0.50648123,822.445,-3.1982756213402457
7aye_seed-6675204_sample-3model,82.93855022,0.86,0.78,0.8,-1.924283929,-2785.398682,0.89542583,0.210391477,95.29442124,0.674,0.133079046,64.148,0.506753266,822.939,-3.3176072660603024
7aye_seed-6893703_sample-1model,82.65440376,0.86,0.77,0.8,-1.880097265,-2723.92749,0.88752256,0.062758998,95.46695841,0.686,0.128262549,60.672,0.506842792,787.969,-3.2454559908823732
7aye_seed-9061760_sample-3model,83.07561603,0.87,0.77,0.8,-1.840695648,-2697.000977,0.891038111,0.01364782,95.90581841,0.674,0.132243584,57.68,0.507015646,771.876,-3.2135860673765917
7aye_seed-2220012_sample-3model,82.92621969,0.86,0.77,0.8,-1.791546417,-2770.272461,0.88978986,0.182493298,92.19011794,0.664,0.136733221,66.615,0.50714016,788.457,-3.1011748119935154
7aye_seed-1485043_sample-4model,83.10713013,0.87,0.77,0.8,-1.873360704,-2741.328369,0.891153463,0.07004114,92.19849152,0.679,0.12419274,58.387,0.507155597,802.058,-3.2382836536343653
6ono_seed-8574094_sample-0model,76.5138123,0.96,0.89,0.7,-1.705608091,-2207.490234,0.90243105,0.4108617,86.97267609,0.735,0.148463509,109.908,0.507206202,784.918,-3.444462992039926
7aye_seed-5442239_sample-0model,83.0716477,0.87,0.77,0.8,-1.829275536,-2783.576416,0.893336984,0.06739946,91.09713767,0.676,0.123601986,74.317,0.507563472,1822.795,-3.169330639922074
7aye_seed-8419699_sample-4model,83.04093518,0.87,0.77,0.8,-1.849177147,-2814.47583,0.893601511,0.102921225,95.31580003,0.672,0.13891551,62.63,0.507566929,800.234,-3.199060064842546
7aye_seed-4427077_sample-0model,83.26448293,0.87,0.78,0.8,-1.966368229,-2687.346436,0.889506942,0.128872994,92.62263936,0.681,0.130220948,63.455,0.50759089,818.714,-3.4036086591345276
6ono_seed-7225604_sample-0model,76.23957282,0.96,0.9,0.7,-1.58522519,-2328.287842,0.903601376,0.128258844,84.05277144,0.745,0.155433054,107.686,0.50767231,818.673,-3.2825472031271063
7aye_seed-6461658_sample-4model,82.92256804,0.87,0.77,0.8,-1.93941522,-2750.481201,0.902676589,-0.372360548,94.83083318,0.674,0.131577647,65.183,0.507894695,843.855,-3.3706181536847613
7aye_seed-565733_sample-3model,83.12360218,0.87,0.78,0.8,-1.951037529,-2819.873291,0.890377046,0.014249326,92.44178583,0.676,0.127121556,62.139,0.507945001,1625.453,-3.390180175143009
7nlj_seed-3199569_sample-2model,92.81354742,0.89,0.89,0.91,-2.998575665,-2037.961426,0.885144046,-0.277375086,97.38395997,0.725,0.150315659,49.306,0.50801897,2079.84,-5.4425591138049265
7aye_seed-3878122_sample-4model,83.04694211,0.87,0.77,0.8,-1.838377953,-2754.487061,0.888984153,-0.171526162,92.00304339,0.677,0.126987884,64.424,0.508127391,832.905,-3.158346080092467
7aye_seed-6847040_sample-0model,82.88543295,0.87,0.77,0.8,-1.893556057,-2705.873047,0.885026851,0.096713383,92.81889315,0.699,0.12353033,53.234,0.508235097,1042.129,-3.2815610150380543
7aye_seed-8331081_sample-4model,83.17110836,0.87,0.78,0.8,-1.845355318,-2672.262451,0.890202548,0.166801668,95.37454259,0.669,0.132397395,61.648,0.508235395,818.726,-3.210183536009291
7aye_seed-981308_sample-3model,82.92199901,0.87,0.77,0.8,-1.878880106,-2705.242676,0.890189839,-0.177332215,92.55212928,0.692,0.135756463,60.375,0.508322835,809.449,-3.2196193681214123
7aye_seed-5021908_sample-3model,83.02618506,0.87,0.77,0.8,-1.900933835,-2720.927734,0.891753554,0.4871699,93.92865636,0.675,0.123185901,69.291,0.508337855,876.722,-3.2835043504860946
7aye_seed-7889442_sample-2model,83.08588817,0.87,0.78,0.8,-1.927010395,-2767.64502,0.891956569,0.42751301,93.0363768,0.657,0.124779708,77.629,0.508408785,889.938,-3.350386391645649
7aye_seed-1020037_sample-2model,82.79616526,0.86,0.77,0.8,-1.897201164,-2730.547363,0.890854966,0.147309103,92.8239274,0.665,0.131256928,61.795,0.508416533,800.603,-3.2899308260944817
7aye_seed-8381144_sample-4model,83.02486393,0.87,0.77,0.8,-1.964999822,-2775.119629,0.890886367,0.069175349,92.53808794,0.661,0.138318102,66.029,0.508590043,1642.758,-3.4104977652750508
7aye_seed-5220729_sample-2model,82.96534884,0.86,0.77,0.8,-1.884923309,-2749.68457,0.889435332,-0.241499966,92.02101882,0.664,0.132393058,66.695,0.508691847,819.815,-3.2573307065350368
7aye_seed-9342694_sample-1model,83.17886195,0.86,0.78,0.8,-1.856132223,-2755.583496,0.892438156,0.198893249,95.5807237,0.679,0.129468603,66.75,0.508699238,826.699,-3.222495106580119
7aye_seed-5731886_sample-2model,83.02517566,0.87,0.77,0.8,-1.89888202,-2799.821289,0.892606231,-0.175782389,92.95052876,0.671,0.133814101,60.245,0.508718133,801.352,-3.285538810517539
7aye_seed-1020037_sample-0model,82.81475012,0.86,0.77,0.8,-1.892730157,-2664.375732,0.894602436,-0.02933428,92.5918921,0.706,0.126930631,63.702,0.508804381,797.608,-3.3141869102114705
7aye_seed-8549438_sample-2model,82.88470064,0.87,0.78,0.8,-1.919524753,-2724.162109,0.891448441,0.388902872,91.98361199,0.663,0.130985922,69.747,0.508850157,878.392,-3.3041462099317096
6ono_seed-9079663_sample-3model,77.3087055,0.98,0.9,0.71,-1.49291177,-2110.808105,0.882598618,0.072420688,85.74152419,0.717,0.14419283,103.032,0.508921444,788.908,-3.101667339024715
7aye_seed-3859729_sample-2model,83.22198417,0.85,0.77,0.8,-1.924406123,-2734.528564,0.889829719,-0.032475522,92.38948175,0.692,0.133523282,62.017,0.50894618,843.401,-3.3570257951265416
7aye_seed-2889889_sample-2model,82.77923305,0.87,0.77,0.8,-1.76851116,-2729.392334,0.890551776,-0.287365367,95.60240497,0.683,0.131867234,62.202,0.508981764,1612.498,-3.036229476073816
7aye_seed-3097929_sample-1model,82.94070757,0.86,0.77,0.8,-1.929819253,-2836.053467,0.894186693,-0.158492467,91.56923348,0.665,0.127946552,61.352,0.509020925,834.559,-3.350531683718595
7aye_seed-4582569_sample-0model,82.97781296,0.87,0.77,0.8,-1.847405541,-2724.867432,0.889692293,0.173680894,93.24709589,0.674,0.130898705,65.121,0.509114683,800.852,-3.1721116812249974
7aye_seed-1818050_sample-4model,82.87990104,0.87,0.77,0.8,-1.904990101,-2814.856934,0.890323145,-0.06832813,93.85230499,0.695,0.133707536,71.638,0.50913316,869.729,-3.2730774765611548
6ono_seed-5442239_sample-0model,76.93794822,0.96,0.89,0.7,-1.664039324,-2138.203369,0.909791601,0.031670498,86.55661619,0.717,0.148381097,99.59,0.509140968,788.29,-3.403387818942941
7aye_seed-5945783_sample-4model,82.97060366,0.86,0.77,0.8,-1.94086164,-2742.080566,0.895745749,-0.218190038,94.47404548,0.678,0.130926433,69.089,0.509149671,833.185,-3.361239965683647
7aye_seed-2111856_sample-4model,82.94551212,0.87,0.77,0.8,-1.8658874,-2741.466064,0.884564914,-0.016993032,95.19962502,0.679,0.129466622,57.775,0.509161711,792.739,-3.196408822738257
7aye_seed-3470202_sample-2model,83.02369124,0.87,0.77,0.8,-1.881417113,-2726.181885,0.890631945,-0.191465322,92.16064014,0.669,0.126418391,63.602,0.509193778,826.377,-3.2461671598697115
7aye_seed-3213482_sample-2model,82.97342405,0.87,0.78,0.8,-1.882167389,-2667.283936,0.89138498,0.098883446,91.78514167,0.672,0.133253872,68.714,0.509250343,826.039,-3.27704805973024
7aye_seed-9198396_sample-3model,82.93046512,0.86,0.77,0.8,-1.870840016,-2803.995605,0.89904051,-0.074538113,90.62790719,0.707,0.120431849,72.94,0.509295464,873.826,-3.2221849548444177
7aye_seed-7479025_sample-2model,82.92093023,0.86,0.77,0.8,-1.869304439,-2674.437256,0.895266269,0.014663498,95.41850882,0.672,0.130943503,63.005,0.509305656,790.728,-3.2543154970255244
7aye_seed-3722711_sample-0model,82.8743048,0.86,0.77,0.8,-1.88129492,-2702.696045,0.893347479,-0.214250895,95.08314517,0.701,0.129259776,71.886,0.509318948,843.251,-3.253188451188273
7aye_seed-592774_sample-3model,82.99325581,0.87,0.77,0.8,-1.863149789,-2807.377686,0.892452728,0.155091497,92.01015572,0.662,0.125408202,65.974,0.509320498,851.855,-3.2069463888364114
7aye_seed-3199569_sample-0model,82.93640772,0.86,0.77,0.8,-1.942230844,-2836.967529,0.891170956,0.417432234,94.97909198,0.678,0.125884227,70.549,0.509320736,825.052,-3.3784283214378688
7aye_seed-8419699_sample-0model,83.02332509,0.87,0.77,0.8,-1.835837364,-2671.902832,0.892054538,0.141194247,91.34154166,0.673,0.124801257,68.393,0.509378552,1803.75,-3.160640883739949
7aye_seed-7745187_sample-1model,82.83560614,0.87,0.78,0.8,-1.89841673,-2679.709473,0.889256713,-0.195099178,93.21680705,0.683,0.124259484,62.451,0.509432673,1557.359,-3.305337718791617
6ono_seed-981308_sample-3model,77.46107443,0.98,0.9,0.7,-1.605156056,-2051.332764,0.878451345,-0.018819926,88.67772761,0.731,0.149141731,98.453,0.509443998,748.664,-3.288783672257093
6ono_seed-3470202_sample-3model,77.47402589,0.99,0.9,0.71,-1.473222508,-2008.730469,0.896975635,-0.394979497,89.88612825,0.759,0.151726913,100.506,0.509457409,752.967,-3.111646443295142
7aye_seed-7541423_sample-0model,83.09436418,0.86,0.77,0.8,-1.913176266,-2756.853027,0.892077782,-0.069934451,95.18513775,0.682,0.133477837,64.759,0.509477437,827.155,-3.302167263900972
6ono_seed-3226718_sample-0model,77.29634951,0.96,0.9,0.71,-1.693410617,-2440.672607,0.889612389,0.133094815,85.7436178,0.756,0.154143545,101.225,0.509508669,798.408,-3.448861751686805
7aye_seed-5899171_sample-1model,82.8769619,0.86,0.77,0.8,-1.929492077,-2814.015381,0.889878442,0.114290198,92.31976643,0.683,0.127959716,66.814,0.509629488,848.619,-3.3380214083991397
7aye_seed-3276017_sample-2model,83.13494805,0.87,0.77,0.8,-1.882640242,-2727.737549,0.889306867,-0.236513038,95.71861898,0.664,0.133802125,62.34,0.509631097,786.847,-3.281107985994086
7aye_seed-5385502_sample-3model,82.8450668,0.87,0.77,0.8,-1.931650562,-2795.211914,0.89250675,-0.154098124,91.5147447,0.658,0.131191029,65.548,0.509672761,850.658,-3.343118093888152
7aye_seed-1485043_sample-3model,83.05220188,0.86,0.77,0.8,-1.909844803,-2698.038574,0.892599886,0.43384867,92.56907277,0.671,0.139549792,61.576,0.509678006,814.274,-3.28876059275066
7aye_seed-4553996_sample-1model,82.86677882,0.87,0.77,0.8,-1.858148614,-2646.956055,0.887345643,0.277228942,91.40866399,0.658,0.134006889,69.866,0.509722173,822.655,-3.205734691904114
7aye_seed-5681811_sample-3model,82.9685997,0.85,0.77,0.8,-1.932948121,-2783.715576,0.892986988,-0.033022736,94.94958212,0.667,0.134244135,57.823,0.509860754,845.543,-3.381543809248019
6ono_seed-732152_sample-1model,77.28844013,0.99,0.9,0.71,-1.597248341,-2176.337646,0.88064544,0.118575324,84.6431945,0.702,0.147329489,99.394,0.509992898,853.851,-3.278246485324969
7aye_seed-4514003_sample-1model,83.03527462,0.87,0.77,0.8,-1.896899063,-2790.550049,0.887975362,0.091506761,95.24545089,0.667,0.135147697,64.321,0.510100484,798.595,-3.293569217602829
7aye_seed-5681811_sample-4model,83.01360218,0.86,0.77,0.8,-1.890047075,-2746.910889,0.88977437,0.113337579,92.43762612,0.681,0.12286802,69.085,0.510229588,847.256,-3.2551480599113956
7aye_seed-763339_sample-1model,82.86465611,0.87,0.77,0.8,-1.933982189,-2789.419434,0.891205185,0.170095808,92.85526983,0.671,0.132691271,60.669,0.510293603,788.826,-3.3569640187294882
7aye_seed-2333229_sample-2model,82.92584859,0.87,0.77,0.8,-1.796794367,-2736.501221,0.889398034,0.210926938,93.22868037,0.676,0.131159519,65.087,0.510335028,794.224,-3.088445394380665
6q76_seed-5681811_sample-4model,95.1418443,0.92,0.92,0.92,-2.37359288,-1547.994629,0.936586327,-0.264554792,96.96351331,0.664,0.146283363,37.812,0.510340929,1013.946,-3.8439384430194066
7aye_seed-4271867_sample-0model,83.04838199,0.85,0.78,0.8,-1.875490532,-2742.372559,0.892566793,-0.079115573,92.52157885,0.666,0.133430936,57.081,0.510386407,803.796,-3.2468718361785083
7aye_seed-2789072_sample-1model,82.98369619,0.87,0.77,0.8,-1.865703911,-2705.523682,0.88746995,0.076069282,95.41678759,0.684,0.12853346,55.739,0.510406852,771.003,-3.2058826098337505
6pnq_seed-3297132_sample-1model,82.38365431,0.87,0.87,0.84,-2.691035345,-5000.092773,0.829362758,0.2829678,83.18723013,0.716,0.139272495,99.268,0.510445237,1560.45,-4.3201747556084875
7aye_seed-6461658_sample-0model,83.02595745,0.87,0.77,0.8,-1.811654205,-2793.851318,0.892436735,-0.208764243,91.98430894,0.675,0.128182341,63.13,0.510495305,1697.429,-3.1170890707374426
7aye_seed-4470492_sample-2model,83.10343394,0.87,0.77,0.8,-1.782340115,-2804.693115,0.891493452,-0.072762642,91.12333311,0.664,0.13467425,61.283,0.510597706,1703.831,-3.0674359373868985
7aye_seed-630484_sample-3model,82.86728352,0.87,0.77,0.8,-1.870711454,-2738.067627,0.889415372,0.115608667,90.85254868,0.671,0.13089881,71.501,0.510615051,874.116,-3.2201459147559923
7aye_seed-565733_sample-0model,82.91981197,0.87,0.77,0.8,-1.887267274,-2714.279785,0.887989784,0.221856154,93.01393448,0.678,0.134677453,66.219,0.510669827,816.169,-3.267428567972869
7aye_seed-3222937_sample-1model,83.01255814,0.86,0.77,0.8,-1.853805771,-2787.360352,0.88616163,-0.043641701,91.97800712,0.687,0.132935965,70.915,0.510779619,821.12,-3.1898961576218294
7aye_seed-279716_sample-4model,82.98111826,0.87,0.77,0.8,-1.81567425,-2728.97998,0.893376918,0.061877179,91.87467146,0.677,0.138875038,62.073,0.51097542,1720.072,-3.146538098300768
7aye_seed-5385502_sample-1model,83.02066799,0.86,0.77,0.8,-1.8451575,-2841.26123,0.895111009,0.066723118,91.96329416,0.679,0.134483878,63.797,0.511040568,837.666,-3.1830455086077976
7aye_seed-4738161_sample-3model,82.95658585,0.87,0.77,0.8,-1.877572199,-2711.93335,0.894741689,0.021508974,95.24154573,0.677,0.127017069,64.115,0.511118174,810.085,-3.272068092131866
6ono_seed-3109649_sample-0model,76.44772816,0.98,0.9,0.7,-1.622133635,-2201.326904,0.879660694,0.444347282,85.46182141,0.709,0.153213176,89.053,0.511312723,798.548,-3.3220824291347006
6ono_seed-8381144_sample-1model,77.60101618,0.98,0.89,0.71,-1.585839906,-2241.916016,0.876269628,0.105998692,84.67687248,0.722,0.14961684,89.46,0.511339188,810.843,-3.2684045739108036
6ono_seed-1485043_sample-4model,77.50381877,0.95,0.89,0.7,-1.930922402,-2323.092285,0.894776858,-0.048647961,84.38707884,0.742,0.154354624,110.372,0.511355817,900.05,-3.868358157943816
7aye_seed-3470202_sample-0model,82.9592281,0.87,0.77,0.8,-1.885231778,-2678.681152,0.893745433,-0.480425846,95.1235044,0.674,0.13346019,73.425,0.51136744,848.7,-3.251715930885367
7aye_seed-7889442_sample-1model,82.98849579,0.87,0.78,0.8,-1.826588872,-2753.576416,0.889202645,-0.285422607,95.30737738,0.687,0.130510603,61.692,0.511458814,812.425,-3.15467021335532
7aye_seed-3213482_sample-0model,83.03384958,0.87,0.78,0.8,-1.801506178,-2840.81543,0.890495443,0.050200135,91.4444876,0.684,0.129454222,65.939,0.511501193,1606.824,-3.1036936994064828
7aye_seed-4470492_sample-4model,82.95433449,0.87,0.77,0.8,-1.85109642,-2754.326416,0.889060402,0.324490106,91.85951183,0.666,0.127237234,67.574,0.511564076,885.649,-3.1603347043721035
7aye_seed-2726442_sample-3model,83.05267689,0.87,0.78,0.8,-1.879087875,-2719.116943,0.887296402,0.013802685,93.1348157,0.681,0.13305332,60.696,0.511638284,1590.442,-3.2315352371212613
7aye_seed-279716_sample-1model,83.01631865,0.87,0.77,0.8,-1.806692833,-2733.134033,0.889457093,0.059990436,91.09111,0.671,0.134214445,68.403,0.511644661,1759.128,-3.0526160148135038
7aye_seed-2232659_sample-3model,82.90235527,0.87,0.77,0.8,-1.84924919,-2793.636963,0.888422299,0.088279288,92.66765176,0.667,0.127933873,60.218,0.511661947,795.765,-3.177425874643495
7aye_seed-6920217_sample-0model,82.96400297,0.87,0.78,0.8,-1.902976098,-2793.937988,0.890058721,-0.083563869,93.02609676,0.68,0.131396121,69.274,0.511717975,797.743,-3.298946018992972
7aye_seed-5491776_sample-1model,82.83028204,0.86,0.77,0.8,-1.804660521,-2784.871338,0.893161174,0.164834764,91.61428037,0.664,0.134033953,70.969,0.511765659,1772.737,-3.1362011175891635
7aye_seed-4007339_sample-1model,82.89503216,0.87,0.77,0.8,-1.815950479,-2709.07959,0.884936455,0.222591896,93.42649809,0.692,0.128342039,53.473,0.511870801,1525.284,-3.1343238315522317
7aye_seed-9134516_sample-0model,82.95123206,0.87,0.77,0.8,-1.940877163,-2793.622559,0.893696152,-0.284681118,95.00699244,0.665,0.128684361,60.316,0.511891723,865.21,-3.3426078653057467
7n10_seed-415646_sample-0model,90.27941818,0.85,0.84,0.87,-2.428084553,-2007.042358,0.925143317,-0.361461226,94.30086295,0.735,0.121897586,28.007,0.511982381,1538.908,-4.567181040789079
6ono_seed-5061350_sample-1model,76.77148867,0.97,0.9,0.7,-1.67827107,-2254.239258,0.896777454,0.233531961,86.10073208,0.74,0.151717506,99.029,0.511985362,787.41,-3.396141507857723
7aye_seed-8614365_sample-2model,82.87735774,0.87,0.77,0.8,-1.847904266,-2753.08667,0.890777749,-0.213759788,92.37539715,0.677,0.121852377,59.798,0.512004018,834.439,-3.1594887691271296
7aye_seed-6142784_sample-2model,83.01372093,0.87,0.77,0.8,-1.841284326,-2776.166504,0.888190304,-0.055650921,92.8348189,0.686,0.126683321,68.379,0.512113869,870.829,-3.1629342033466212
7aye_seed-9045222_sample-0model,83.11085601,0.86,0.77,0.8,-1.882838856,-2726.333252,0.893071315,0.175351466,92.35519833,0.657,0.131695605,62.298,0.512282372,825.889,-3.2576709037004
6ono_seed-7536905_sample-3model,77.64777994,0.97,0.9,0.71,-1.661690049,-2322.38208,0.891297432,0.161754536,85.81558678,0.728,0.156490174,107.479,0.512536049,811.018,-3.3544495146273645
6ono_seed-5171218_sample-0model,77.2619288,0.98,0.9,0.71,-1.60407699,-1962.914063,0.859858857,0.033942548,86.30535205,0.725,0.146022776,96.214,0.512544751,780.498,-3.2806791499669123
7aye_seed-976083_sample-2model,82.99660069,0.87,0.78,0.8,-1.884165471,-2846.582275,0.890551016,0.381333062,91.77648615,0.67,0.127799592,72.793,0.512587309,848.753,-3.2597959829737664
6ono_seed-5632116_sample-0model,77.45414239,0.98,0.89,0.7,-1.658656226,-2210.550293,0.863801719,0.150677463,86.80120698,0.753,0.147635689,89.314,0.512747407,799.215,-3.414418479508798
7aye_seed-9104068_sample-2model,83.03582385,0.86,0.77,0.8,-1.885434372,-2745.721436,0.888524471,0.179525844,92.84394287,0.676,0.126897114,64.568,0.512800872,811.039,-3.273308535958117
6ono_seed-7489234_sample-2model,78.70002589,0.95,0.89,0.71,-1.871615051,-2134.457031,0.876432074,0.034820355,86.27395073,0.685,0.147612214,101.29,0.512800992,790.613,-3.753625822915268
6ono_seed-5738523_sample-4model,77.50057605,0.98,0.9,0.71,-1.567608938,-2013.112183,0.876210197,0.428662718,87.15156034,0.721,0.147164989,96.833,0.513080478,792.413,-3.2361609444617416
7aye_seed-5681811_sample-1model,83.0435428,0.87,0.77,0.8,-1.919036377,-2747.622803,0.891006405,-0.193565076,92.33489772,0.675,0.1285806,61.638,0.513096452,1642.648,-3.3273500611394033
7aye_seed-1769132_sample-4model,82.99562593,0.87,0.77,0.8,-1.897765562,-2713.616455,0.892940012,-0.50758632,92.04658642,0.664,0.133262782,67.147,0.513154089,842.05,-3.2651591081602436
6zbk_seed-7541423_sample-0model,92.59661281,0.91,0.9,0.92,-2.653307395,-2684.024414,0.949363172,-0.133893488,93.20479148,0.685,0.165981769,62.934,0.513158381,928.977,-4.791498987316619
6ono_seed-4821021_sample-0model,76.96935922,0.96,0.9,0.7,-1.672393549,-2349.118408,0.90511752,-0.074913818,84.14710922,0.719,0.145486311,104.07,0.513251185,836.894,-3.424660620737429
7aye_seed-5738523_sample-0model,82.95440871,0.87,0.77,0.8,-1.860059131,-2677.447266,0.891294929,0.32539332,91.82807319,0.642,0.135184179,64.869,0.513253868,803.074,-3.207131526125743
7aye_seed-8248319_sample-4model,82.9905047,0.87,0.78,0.8,-1.892848768,-2745.347168,0.894451919,-0.282353266,95.31194378,0.679,0.1325968,61.054,0.51327908,811.498,-3.3004247185347655
7aye_seed-7536905_sample-2model,83.16173182,0.87,0.78,0.8,-1.897682375,-2770.886475,0.888415071,0.27780946,92.71447514,0.669,0.135829525,60.646,0.513472438,807.341,-3.306636580732918
7aye_seed-1818050_sample-2model,82.95621969,0.87,0.77,0.8,-1.898077613,-2736.023682,0.892722179,0.242408085,92.50540919,0.672,0.136070608,69.297,0.513537288,825.586,-3.2747100685761876
6zbk_seed-9690929_sample-1model,92.84706964,0.91,0.91,0.92,-2.671164821,-2783.7229,0.952149253,0.495100326,92.8209428,0.7,0.151338609,67.031,0.51355046,950.784,-4.827107437648994
